bugType,sourceBeforeFix,sourceAfterFix,,
DIFFERENT_METHOD_SAME_ARGS,getTokenNames(),getTokenDisplayNames(),,
CHANGE_IDENTIFIER,getTokenNames(),getTokenDisplayNames(),,
DIFFERENT_METHOD_SAME_ARGS,grammar.getTokenNames(),grammar.getTokenDisplayNames(),,
CHANGE_IDENTIFIER,grammar.getTokenNames(),grammar.getTokenDisplayNames(),,
DIFFERENT_METHOD_SAME_ARGS,grammar.getTokenNames(),grammar.getTokenDisplayNames(),,
CHANGE_IDENTIFIER,grammar.getTokenNames(),grammar.getTokenDisplayNames(),,
DIFFERENT_METHOD_SAME_ARGS,getTokenNames(),getTokenDisplayNames(),,
CHANGE_IDENTIFIER,getTokenNames(),getTokenDisplayNames(),,
DIFFERENT_METHOD_SAME_ARGS,getTokenNames(),getTokenDisplayNames(),,
CHANGE_IDENTIFIER,getTokenNames(),getTokenDisplayNames(),,
MORE_SPECIFIC_IF,isNotNull(overriderParameters.get(i)) && !(isNullable(overriddenParameters.get(i)) || isNotNull(overriddenParameters.get(i))),isNotNull(overriderParameters.get(i)) && !(isNullable(overriddenParameters.get(i)) || isNotNull(overriddenParameters.get(i))) && !errorElements.contains(overriderParameters.get(i))&& warnedElements.add(overriderParameters.get(i)),,
CHANGE_CALLER_IN_FUNCTION_CALL,a.entrySet(),b.entrySet(),,
CHANGE_IDENTIFIER,a.entrySet(),b.entrySet(),,
CHANGE_IDENTIFIER,r.locals.ast=returns,r.locals.ast=locals,,
LESS_SPECIFIC_IF,dfa == null,dfa == null || dfa.states.isEmpty(),,
LESS_SPECIFIC_IF,dfa == null,dfa == null || dfa.states.isEmpty(),,
MORE_SPECIFIC_IF,options != null,options != null && options.getChildCount() > 0,,
CHANGE_OPERATOR,index > n,index >= n,,
OVERLOAD_METHOD_MORE_ARGS,"g.tool.errMgr.grammarError(ErrorType.INVALID_RULE_PARAMETER_REF,g.fileName,y,y.getText(),expr)","g.tool.errMgr.grammarError(ErrorType.INVALID_RULE_PARAMETER_REF,g.fileName,y,y.getText(),rref.name,expr)",,
CHANGE_NUMERAL,"/**   * t1.g4 -> t2.g4 -> t3.g4 ->t1.g4   */ CIRCULAR_DEPENDENCY(130,""your grammars contain a circular dependency and cannot be sorted into a valid build order"",ErrorSeverity.ERROR)","/**   * t1.g4 -> t2.g4 -> t3.g4 ->t1.g4   */ CIRCULAR_DEPENDENCY(200,""your grammars contain a circular dependency and cannot be sorted into a valid build order"",ErrorSeverity.ERROR)",,
CHANGE_OPERATOR,p > 0,p >= 0,,
DIFFERENT_METHOD_SAME_ARGS,tokens.toString(),tokens.getText(),,
CHANGE_IDENTIFIER,tokens.toString(),tokens.getText(),,
DIFFERENT_METHOD_SAME_ARGS,tokens.toString(),tokens.getText(),,
CHANGE_IDENTIFIER,tokens.toString(),tokens.getText(),,
CHANGE_IDENTIFIER,"failOrAccept(prevAccept,input,reach,t)","failOrAccept(prevAccept,input,closure,t)",,
DIFFERENT_METHOD_SAME_ARGS,annotations.get(node),annotations.remove(node),,
CHANGE_IDENTIFIER,annotations.get(node),annotations.remove(node),,
CHANGE_IDENTIFIER,"/**   * Make sure we don't attempt to recover inline; if the parser successfully recovers, it won't throw an exception.  */ @Override public Token recoverInline(BaseRecognizer recognizer) throws RecognitionException {   throw new RuntimeException(new InputMismatchException(recognizer)); } ","/**   * Make sure we don't attempt to recover inline; if the parser successfully recovers, it won't throw an exception.  */ @Override public Symbol recoverInline(BaseRecognizer<Symbol> recognizer) throws RecognitionException {   throw new RuntimeException(new InputMismatchException(recognizer)); } ",,
CHANGE_IDENTIFIER,"/**   * Make sure we don't attempt to recover inline; if the parser successfully recovers, it won't throw an exception.  */ @Override public Symbol recoverInline(BaseRecognizer recognizer) throws RecognitionException {   throw new RuntimeException(new InputMismatchException(recognizer)); } ","/**   * Make sure we don't attempt to recover inline; if the parser successfully recovers, it won't throw an exception.  */ @Override public Token recoverInline(BaseRecognizer recognizer) throws RecognitionException {   throw new RuntimeException(new InputMismatchException(recognizer)); } ",,
MORE_SPECIFIC_IF,ast.atnState != null,ast != null && ast.atnState != null,,
LESS_SPECIFIC_IF,p == null,p == null || t < -1,,
LESS_SPECIFIC_IF,p == null,p == null || t < -1,,
CHANGE_IDENTIFIER,public class Arial extends FontMetrics { {     maxCharHeight=781;     widths[32]=277;     widths[33]=277;     widths[34]=354;     widths[35]=556;     widths[36]=556;     widths[37]=889;     widths[38]=666;     widths[39]=190;     widths[40]=333;     widths[41]=333;     widths[42]=389;     widths[43]=583;     widths[44]=277;     widths[45]=333;     widths[46]=277;     widths[47]=277;     widths[48]=556;     widths[49]=556;     widths[50]=556;     widths[51]=556;     widths[52]=556;     widths[53]=556;     widths[54]=556;     widths[55]=556;     widths[56]=556;     widths[57]=556;     widths[58]=277;     widths[59]=277;     widths[60]=583;     widths[61]=583;     widths[62]=583;     widths[63]=556;     widths[64]=1015;     widths[65]=666;     widths[66]=666;     widths[67]=722;     widths[68]=722;     widths[69]=666;     widths[70]=610;     widths[71]=777;     widths[72]=722;     widths[73]=277;     widths[74]=500;     widths[75]=666;     widths[76]=556;     widths[77]=833;     widths[78]=722;     widths[79]=777;     widths[80]=666;     widths[81]=777;     widths[82]=722;     widths[83]=666;     widths[84]=610;     widths[85]=722;     widths[86]=666;     widths[87]=943;     widths[88]=666;     widths[89]=666;     widths[90]=610;     widths[91]=277;     widths[92]=277;     widths[93]=277;     widths[94]=469;     widths[95]=556;     widths[96]=333;     widths[97]=556;     widths[98]=556;     widths[99]=500;     widths[100]=556;     widths[101]=556;     widths[102]=277;     widths[103]=556;     widths[104]=556;     widths[105]=222;     widths[106]=222;     widths[107]=500;     widths[108]=222;     widths[109]=833;     widths[110]=556;     widths[111]=556;     widths[112]=556;     widths[113]=556;     widths[114]=333;     widths[115]=500;     widths[116]=277;     widths[117]=556;     widths[118]=500;     widths[119]=722;     widths[120]=500;     widths[121]=500;     widths[122]=500;     widths[123]=333;     widths[124]=259;     widths[125]=333;     widths[126]=583;   } } ,public class Arial extends BasicFontMetrics { {     maxCharHeight=781;     widths[32]=277;     widths[33]=277;     widths[34]=354;     widths[35]=556;     widths[36]=556;     widths[37]=889;     widths[38]=666;     widths[39]=190;     widths[40]=333;     widths[41]=333;     widths[42]=389;     widths[43]=583;     widths[44]=277;     widths[45]=333;     widths[46]=277;     widths[47]=277;     widths[48]=556;     widths[49]=556;     widths[50]=556;     widths[51]=556;     widths[52]=556;     widths[53]=556;     widths[54]=556;     widths[55]=556;     widths[56]=556;     widths[57]=556;     widths[58]=277;     widths[59]=277;     widths[60]=583;     widths[61]=583;     widths[62]=583;     widths[63]=556;     widths[64]=1015;     widths[65]=666;     widths[66]=666;     widths[67]=722;     widths[68]=722;     widths[69]=666;     widths[70]=610;     widths[71]=777;     widths[72]=722;     widths[73]=277;     widths[74]=500;     widths[75]=666;     widths[76]=556;     widths[77]=833;     widths[78]=722;     widths[79]=777;     widths[80]=666;     widths[81]=777;     widths[82]=722;     widths[83]=666;     widths[84]=610;     widths[85]=722;     widths[86]=666;     widths[87]=943;     widths[88]=666;     widths[89]=666;     widths[90]=610;     widths[91]=277;     widths[92]=277;     widths[93]=277;     widths[94]=469;     widths[95]=556;     widths[96]=333;     widths[97]=556;     widths[98]=556;     widths[99]=500;     widths[100]=556;     widths[101]=556;     widths[102]=277;     widths[103]=556;     widths[104]=556;     widths[105]=222;     widths[106]=222;     widths[107]=500;     widths[108]=222;     widths[109]=833;     widths[110]=556;     widths[111]=556;     widths[112]=556;     widths[113]=556;     widths[114]=333;     widths[115]=500;     widths[116]=277;     widths[117]=556;     widths[118]=500;     widths[119]=722;     widths[120]=500;     widths[121]=500;     widths[122]=500;     widths[123]=333;     widths[124]=259;     widths[125]=333;     widths[126]=583;   } } ,,
CHANGE_IDENTIFIER,public class ArialBlack extends FontMetrics { {     maxCharHeight=770;     widths[32]=333;     widths[33]=333;     widths[34]=500;     widths[35]=660;     widths[36]=666;     widths[37]=1000;     widths[38]=889;     widths[39]=277;     widths[40]=389;     widths[41]=389;     widths[42]=556;     widths[43]=660;     widths[44]=333;     widths[45]=333;     widths[46]=333;     widths[47]=277;     widths[48]=666;     widths[49]=666;     widths[50]=666;     widths[51]=666;     widths[52]=666;     widths[53]=666;     widths[54]=666;     widths[55]=666;     widths[56]=666;     widths[57]=666;     widths[58]=333;     widths[59]=333;     widths[60]=660;     widths[61]=660;     widths[62]=660;     widths[63]=610;     widths[64]=740;     widths[65]=777;     widths[66]=777;     widths[67]=777;     widths[68]=777;     widths[69]=722;     widths[70]=666;     widths[71]=833;     widths[72]=833;     widths[73]=389;     widths[74]=666;     widths[75]=833;     widths[76]=666;     widths[77]=943;     widths[78]=833;     widths[79]=833;     widths[80]=722;     widths[81]=833;     widths[82]=777;     widths[83]=722;     widths[84]=722;     widths[85]=833;     widths[86]=777;     widths[87]=1000;     widths[88]=777;     widths[89]=777;     widths[90]=722;     widths[91]=389;     widths[92]=277;     widths[93]=389;     widths[94]=660;     widths[95]=500;     widths[96]=333;     widths[97]=666;     widths[98]=666;     widths[99]=666;     widths[100]=666;     widths[101]=666;     widths[102]=389;     widths[103]=666;     widths[104]=666;     widths[105]=333;     widths[106]=333;     widths[107]=666;     widths[108]=333;     widths[109]=1000;     widths[110]=666;     widths[111]=666;     widths[112]=666;     widths[113]=666;     widths[114]=443;     widths[115]=610;     widths[116]=443;     widths[117]=666;     widths[118]=610;     widths[119]=943;     widths[120]=666;     widths[121]=610;     widths[122]=556;     widths[123]=389;     widths[124]=277;     widths[125]=389;     widths[126]=660;   } } ,public class ArialBlack extends BasicFontMetrics { {     maxCharHeight=770;     widths[32]=333;     widths[33]=333;     widths[34]=500;     widths[35]=660;     widths[36]=666;     widths[37]=1000;     widths[38]=889;     widths[39]=277;     widths[40]=389;     widths[41]=389;     widths[42]=556;     widths[43]=660;     widths[44]=333;     widths[45]=333;     widths[46]=333;     widths[47]=277;     widths[48]=666;     widths[49]=666;     widths[50]=666;     widths[51]=666;     widths[52]=666;     widths[53]=666;     widths[54]=666;     widths[55]=666;     widths[56]=666;     widths[57]=666;     widths[58]=333;     widths[59]=333;     widths[60]=660;     widths[61]=660;     widths[62]=660;     widths[63]=610;     widths[64]=740;     widths[65]=777;     widths[66]=777;     widths[67]=777;     widths[68]=777;     widths[69]=722;     widths[70]=666;     widths[71]=833;     widths[72]=833;     widths[73]=389;     widths[74]=666;     widths[75]=833;     widths[76]=666;     widths[77]=943;     widths[78]=833;     widths[79]=833;     widths[80]=722;     widths[81]=833;     widths[82]=777;     widths[83]=722;     widths[84]=722;     widths[85]=833;     widths[86]=777;     widths[87]=1000;     widths[88]=777;     widths[89]=777;     widths[90]=722;     widths[91]=389;     widths[92]=277;     widths[93]=389;     widths[94]=660;     widths[95]=500;     widths[96]=333;     widths[97]=666;     widths[98]=666;     widths[99]=666;     widths[100]=666;     widths[101]=666;     widths[102]=389;     widths[103]=666;     widths[104]=666;     widths[105]=333;     widths[106]=333;     widths[107]=666;     widths[108]=333;     widths[109]=1000;     widths[110]=666;     widths[111]=666;     widths[112]=666;     widths[113]=666;     widths[114]=443;     widths[115]=610;     widths[116]=443;     widths[117]=666;     widths[118]=610;     widths[119]=943;     widths[120]=666;     widths[121]=610;     widths[122]=556;     widths[123]=389;     widths[124]=277;     widths[125]=389;     widths[126]=660;   } } ,,
CHANGE_IDENTIFIER,public class CourierNew extends FontMetrics { {     maxCharHeight=678;     for (int i=0; i < 128; i++)     widths[i]=600;   } } ,public class CourierNew extends BasicFontMetrics { {     maxCharHeight=678;     for (int i=0; i < 128; i++)     widths[i]=600;   } } ,,
CHANGE_IDENTIFIER,protected FontMetrics fontMetrics; ,protected BasicFontMetrics fontMetrics; ,,
CHANGE_IDENTIFIER,(FontMetrics)c.newInstance(),(BasicFontMetrics)c.newInstance(),,
CHANGE_IDENTIFIER,public class TimesNewRoman extends FontMetrics { {     maxCharHeight=717;     widths[32]=250;     widths[33]=333;     widths[34]=408;     widths[35]=500;     widths[36]=500;     widths[37]=833;     widths[38]=777;     widths[39]=180;     widths[40]=333;     widths[41]=333;     widths[42]=500;     widths[43]=563;     widths[44]=250;     widths[45]=333;     widths[46]=250;     widths[47]=277;     widths[48]=500;     widths[49]=500;     widths[50]=500;     widths[51]=500;     widths[52]=500;     widths[53]=500;     widths[54]=500;     widths[55]=500;     widths[56]=500;     widths[57]=500;     widths[58]=277;     widths[59]=277;     widths[60]=563;     widths[61]=563;     widths[62]=563;     widths[63]=443;     widths[64]=920;     widths[65]=722;     widths[66]=666;     widths[67]=666;     widths[68]=722;     widths[69]=610;     widths[70]=556;     widths[71]=722;     widths[72]=722;     widths[73]=333;     widths[74]=389;     widths[75]=722;     widths[76]=610;     widths[77]=889;     widths[78]=722;     widths[79]=722;     widths[80]=556;     widths[81]=722;     widths[82]=666;     widths[83]=556;     widths[84]=610;     widths[85]=722;     widths[86]=722;     widths[87]=943;     widths[88]=722;     widths[89]=722;     widths[90]=610;     widths[91]=333;     widths[92]=277;     widths[93]=333;     widths[94]=469;     widths[95]=500;     widths[96]=333;     widths[97]=443;     widths[98]=500;     widths[99]=443;     widths[100]=500;     widths[101]=443;     widths[102]=333;     widths[103]=500;     widths[104]=500;     widths[105]=277;     widths[106]=277;     widths[107]=500;     widths[108]=277;     widths[109]=777;     widths[110]=500;     widths[111]=500;     widths[112]=500;     widths[113]=500;     widths[114]=333;     widths[115]=389;     widths[116]=277;     widths[117]=500;     widths[118]=500;     widths[119]=722;     widths[120]=500;     widths[121]=500;     widths[122]=443;     widths[123]=479;     widths[124]=200;     widths[125]=479;     widths[126]=541;   } } ,public class TimesNewRoman extends BasicFontMetrics { {     maxCharHeight=717;     widths[32]=250;     widths[33]=333;     widths[34]=408;     widths[35]=500;     widths[36]=500;     widths[37]=833;     widths[38]=777;     widths[39]=180;     widths[40]=333;     widths[41]=333;     widths[42]=500;     widths[43]=563;     widths[44]=250;     widths[45]=333;     widths[46]=250;     widths[47]=277;     widths[48]=500;     widths[49]=500;     widths[50]=500;     widths[51]=500;     widths[52]=500;     widths[53]=500;     widths[54]=500;     widths[55]=500;     widths[56]=500;     widths[57]=500;     widths[58]=277;     widths[59]=277;     widths[60]=563;     widths[61]=563;     widths[62]=563;     widths[63]=443;     widths[64]=920;     widths[65]=722;     widths[66]=666;     widths[67]=666;     widths[68]=722;     widths[69]=610;     widths[70]=556;     widths[71]=722;     widths[72]=722;     widths[73]=333;     widths[74]=389;     widths[75]=722;     widths[76]=610;     widths[77]=889;     widths[78]=722;     widths[79]=722;     widths[80]=556;     widths[81]=722;     widths[82]=666;     widths[83]=556;     widths[84]=610;     widths[85]=722;     widths[86]=722;     widths[87]=943;     widths[88]=722;     widths[89]=722;     widths[90]=610;     widths[91]=333;     widths[92]=277;     widths[93]=333;     widths[94]=469;     widths[95]=500;     widths[96]=333;     widths[97]=443;     widths[98]=500;     widths[99]=443;     widths[100]=500;     widths[101]=443;     widths[102]=333;     widths[103]=500;     widths[104]=500;     widths[105]=277;     widths[106]=277;     widths[107]=500;     widths[108]=277;     widths[109]=777;     widths[110]=500;     widths[111]=500;     widths[112]=500;     widths[113]=500;     widths[114]=333;     widths[115]=389;     widths[116]=277;     widths[117]=500;     widths[118]=500;     widths[119]=722;     widths[120]=500;     widths[121]=500;     widths[122]=443;     widths[123]=479;     widths[124]=200;     widths[125]=479;     widths[126]=541;   } } ,,
DIFFERENT_METHOD_SAME_ARGS,assertNotPresent(GsonConverter.class),assertPresent(GsonConverter.class),,
CHANGE_IDENTIFIER,assertNotPresent(GsonConverter.class),assertPresent(GsonConverter.class),,
CHANGE_NUMERAL,"Assert.assertEquals(1456,details.get(6).getAbsolutePosition())","Assert.assertEquals(1455,details.get(6).getAbsolutePosition())",,
CHANGE_OPERAND,""""" + SYSTEM_PROPERTIES_MODE_FALLBACK",""""" + ENVIRONMENT_VARIABLES_MODE_OVERRIDE",,
CHANGE_IDENTIFIER,""""" + SYSTEM_PROPERTIES_MODE_FALLBACK",""""" + ENVIRONMENT_VARIABLES_MODE_OVERRIDE",,
CHANGE_NUMERAL,environmentVariableMode=1,environmentVariableMode=2,,
CHANGE_MODIFIER,1,0,,
CHANGE_NUMERAL,mock.expectedMessageCount(3),mock.expectedMessageCount(4),,
CHANGE_MODIFIER,0,2,,
CHANGE_IDENTIFIER,IllegalArgumentException.class,IllegalStateException.class,,
CHANGE_NUMERAL,Thread.sleep(200),Thread.sleep(1000),,
DIFFERENT_METHOD_SAME_ARGS,getConfiguration().getConnectionFactory(),getConfiguration().getOrCreateConnectionFactory(),,
CHANGE_IDENTIFIER,getConfiguration().getConnectionFactory(),getConfiguration().getOrCreateConnectionFactory(),,
DIFFERENT_METHOD_SAME_ARGS,getConnectionFactory(),getOrCreateConnectionFactory(),,
CHANGE_IDENTIFIER,getConnectionFactory(),getOrCreateConnectionFactory(),,
DIFFERENT_METHOD_SAME_ARGS,amq.getConfiguration().getConnectionFactory(),amq.getConfiguration().getOrCreateConnectionFactory(),,
CHANGE_IDENTIFIER,amq.getConfiguration().getConnectionFactory(),amq.getConfiguration().getOrCreateConnectionFactory(),,
DIFFERENT_METHOD_SAME_ARGS,getConnectionFactory(),getOrCreateConnectionFactory(),,
CHANGE_IDENTIFIER,getConnectionFactory(),getOrCreateConnectionFactory(),,
DIFFERENT_METHOD_SAME_ARGS,getConnectionFactory(),getOrCreateConnectionFactory(),,
CHANGE_IDENTIFIER,getConnectionFactory(),getOrCreateConnectionFactory(),,
DIFFERENT_METHOD_SAME_ARGS,javaClass.addNestedType().setPublic(),javaClass.addNestedType().setPackagePrivate(),,
CHANGE_IDENTIFIER,javaClass.addNestedType().setPublic(),javaClass.addNestedType().setPackagePrivate(),,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
CHANGE_MODIFIER,9,1,,
